málsnúmer;málsheiti;staða máls;heildartími;nefndir
718;tímabundið bann við sölu á eignarhlutum ríkisins í fjármálafyrirtækjum;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
719;aðgerðaáætlun Vísinda- og tækniráðs;Fyrirspurninni var svarað skriflega.;;
720;nefndir, starfshópar og verkefnisstjórnir;Fyrirspurninni var svarað skriflega.;;
721;nýliðun í landbúnaði;Fyrirspurninni var svarað skriflega.;;
722;bygging nýs Landspítala;Fyrirspurninni var svarað skriflega.;;
723;framlög til vísindastarfsemi og háskólastarfsemi;Fyrirspurninni var svarað skriflega.;;
724;skjöl um þingrof o.fl.;Fyrirspurninni var svarað skriflega.;;
725;óundirbúinn fyrirspurnatími;;;
726;eignir ráðherra í skattaskjólum;;;
727;afstaða stjórnvalda til skattaskjóla;;;
728;siðareglur ráðherra;;-1 day, 12:36:00;
729;trúverðugleiki Íslands;;;
730;verkefni ríkisstjórnarinnar;;;
731;hagsmunaárekstrar;;;
732;þátttaka Alþingis í störfum alþjóðlegra samtaka þingkvenna og kvennanefndar Sameinuðu þjóðanna;Ekki útrætt á 145. þingi. (Beið fyrri umræðu.);;
733;alþjóðlegar viðskiptaþvinganir gagnvart lágskattaríkjum;Ekki útrætt á 145. þingi. (Var í nefnd eftir fyrri umræðu.);0:04:00;
734;áhrif búvörusamninga 2016;Fyrirspurninni var svarað skriflega.;;
735;trúverðugleiki ráðherra;;;
736;endurheimt trausts;;;
737;notkun skattaskjóla;;;
738;málefni tengd skattaskjólum;;;
739;byggingarkostnaður Hörpu;Fyrirspurninni var svarað skriflega.;;
740;fjármálaáætlun 2017--2021;Samþykkt sem ályktun Alþingis.;1 day, 4:54:00;
741;fjármálastefna 2017--2021;Samþykkt sem ályktun Alþingis.;2:30:00;
742;lögreglulög og lög um réttindi og skyldur starfsmanna ríkisins;Samþykkt sem lög frá Alþingi.;3:49:00;
743;lestarsamgöngur;Fyrirspurninni var svarað skriflega.;;
744;rannsókn á mánaðartekjum háskólanema;Fyrirspurninni var svarað munnlega.;;
745;erlend ökutæki;Fyrirspurninni var svarað skriflega.;;
746;leigufélög með fasteignir;Fyrirspurninni var svarað skriflega.;;
747;óundirbúinn fyrirspurnatími;;;
748;aðgerðir gegn lágskattaríkjum;;;
749;skattaskjól;;;
750;útdeiling skúffufjár ráðherra;;;
751;fundur ráðherra með stjórnarandstöðunni um framgang mála;;;
752;lágskattalönd og upplýsingar um skattamál;;;
753;læsisátak;Fyrirspurninni var svarað skriflega.;;
754;Grænlandssjóður;Fyrirspurninni var svarað munnlega.;;
755;greiðsluþátttaka Sjúkratrygginga Íslands við meðferð hjá kírópraktorum;Fyrirspurninni var svarað skriflega.;;
756;breytt framfærsla námsmanna erlendis;Fyrirspurninni var svarað skriflega.;;
757;greiðslur Sjúkratrygginga Íslands vegna ferðakostnaðar sjúklinga;Fyrirspurninni var svarað skriflega.;;
758;virðisaukaskattur;Samþykkt sem lög frá Alþingi.;0:05:00;
759;104. Alþjóðavinnumálaþingið í Genf 2015;;;
760;óundirbúinn fyrirspurnatími;;;
761;skipting Reykjavíkurkjördæma;Fyrirspurninni var svarað munnlega.;;
762;innflutningur á kjöti frá Grænlandi;Fyrirspurninni var svarað skriflega.;;
763;heimild til útboðs vegna nýrrar Vestmannaeyjaferju;Samþykkt sem lög frá Alþingi.;1:11:00;
764;framkvæmdaáætlun í jafnréttismálum 2016--2019;Samþykkt sem ályktun Alþingis.;0:20:00;
765;framkvæmdaáætlun í málefnum innflytjenda 2016--2019;Samþykkt sem ályktun Alþingis.;6:35:00;
766;framkvæmd samgönguáætlunar 2014;;;
767;rekstur Herjólfs;Fyrirspurninni var svarað skriflega.;;
768;upplýsingar um skattskil;;;
769;skattundanskot alþjóðlegra stórfyrirtækja;;;
770;fjárhagsstaða framhaldsskólanna;;;
771;fjárlagagerð fyrir árið 2017;;;
772;mál forustumanna stjórnarflokkanna í Panama-skjölunum;;;
773;íslenskt táknmál og stuðningur við það;Fyrirspurninni var svarað munnlega.;;
774;staða og þróun í málefnum innflytjenda 2016;;;
775;ráðstafanir til að bæta fráveitumál á landsbyggðinni og viðbrögð við náttúruvá við Mývatn;Ekki útrætt á 145. þingi. (Beið fyrri umræðu.);;
776;óundirbúinn fyrirspurnatími;;0:25:00;
777;upplýsingar kröfuhafa slitabúanna;;5:40:00;
778;framlagning fjármálaáætlunar;;;
779;þjóðaratkvæðagreiðsla um ESB;;;
780;orðspor Íslands vegna Panama-skjalanna;;;
781;málaskrá ríkisstjórnarinnar;;;
782;skattaskjól og mögulegar lagabreytingar til að sporna við starfsemi þeirra;;;
783;samningur Íslands og Evrópusambandsins um viðskipti með landbúnaðarvörur;Samþykkt sem ályktun Alþingis.;12:30:00;
784;þjóðaröryggisráð;Samþykkt sem lög frá Alþingi.;0:59:00;
785;timbur og timburvara;Samþykkt sem lög frá Alþingi.;1:08:00;
786;viðbrögð stjórnvalda við skattaskjólum;;1:25:00;
787;óundirbúinn fyrirspurnatími;;7:26:00;
788;viðbótarsamningur við Norður-Atlantshafssamninginn um aðild Svartfjallalands (Montenegró);Samþykkt sem ályktun Alþingis.;2:55:00;
789;meðferð og ráðstöfun aflamagns sem dregið er frá heildarafla;Samþykkt sem ályktun Alþingis.;0:55:00;
790;framsal íslenskra fanga;Fyrirspurninni var svarað munnlega.;;
791;rannsókn á erlendri þátttöku í kaupum á 45,8% eignarhlut í Búnaðarbanka Íslands hf. o.fl.;Samþykkt sem ályktun Alþingis.;;
792;fylgd forseta Íslands til og frá Keflavíkurfugvelli og greiðslur til handhafa forsetavalds;Fyrirspurninni var svarað skriflega.;;
793;rannsókn á aflandsfélögum;Fyrirspurninni var svarað skriflega.;;
794;námslán og námsstyrkir;Ekki útrætt á 145. þingi. Beið 2. umræðu;20:22:00;
795;stjórn fiskveiða;Ekki útrætt á 145. þingi. (Var í nefnd eftir 1. umræðu.);;
796;Félagsmálaskóli alþýðu;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
797;tónlistarnám og jöfnun á aðstöðumun nemenda;Samþykkt sem lög frá Alþingi.;;
798;frestun á fundum Alþingis;;;
799;málaskrá og tímasetning kosninga;;;
800;afgreiðsla þingmála fyrir þinglok;;;
801;skattaskjól á aflandseyjum;;;
802;aukaframlag til fréttastofu RÚV;;;
803;ákvörðun um kjördag og málaskrá;;;
804;aðild Íslands að Geimvísindastofnun Evrópu;Samþykkt sem ályktun Alþingis.;0:28:00;
805;ráðstöfun lands og landsréttinda innan þjóðlendna og tekna af gjöldum fyrir slík réttindi;;;
806;uppsögn samkomulags við þjóðkirkjuna um kirkjujarðir;Ekki útrætt á 145. þingi. (Beið fyrri umræðu.);;
807;viðurkenning á þjóðarmorði á Armenum;Ekki útrætt á 145. þingi. (Beið fyrri umræðu.);;
808;Drekasvæðið;Fyrirspurninni var svarað skriflega.;;
809;tekjur af auðlegðarskatti;Fyrirspurninni var svarað skriflega.;;
810;óundirbúinn fyrirspurnatími;;3:07:00;
811;nýr tækjakostur á Landspítala og Sjúkrahúsinu á Akureyri;Fyrirspurninni var svarað skriflega.;;
812;málefni skattaskjóla;;;
813;upplýsingar um aflandsfélög og aflandskrónur;;;
814;þingmálaskrá ríkisstjórnarinnar;;;
815;kosningar í haust;;4:15:00;
816;afhending gagna viðskiptabanka til ríkisskattstjóra;;;
817;vextir og verðtrygging;Ekki útrætt á 145. þingi. Beið 2. umræðu;3:50:00;
818;stuðningur til kaupa á fyrstu íbúð;Samþykkt sem lög frá Alþingi.;11:29:00;
819;fastsett launabil;Ekki útrætt á 145. þingi. (Beið fyrri umræðu.);;
820;barnalífeyrir;Fyrirspurninni var svarað skriflega.;;
821;viðbrögð við fjölgun alvarlegra umferðarslysa;Fyrirspurninni var ekki svarað.;;
822;uppbygging Heimskautsgerðisins á Raufarhöfn;Fyrirspurninni var svarað skriflega.;;
823;óundirbúinn fyrirspurnatími;;;
824;kynferðisbrot á þjóðhátíð í Vestmannaeyjum 2016;Fyrirspurninni var svarað skriflega.;;
825;endurnýjun ökuskírteina eftir 65 ára aldur;Fyrirspurninni var svarað munnlega.;;
826;gjaldeyrismál;Samþykkt sem lög frá Alþingi.;6:48:00;
827;þjóðaratkvæðagreiðsla um framhald viðræðna um aðild Íslands að Evrópusambandinu;Ekki útrætt á 145. þingi. (Var í nefnd eftir fyrri umræðu.);;
828;afstaða Framsóknarflokksins til skattaskjóla;;;
829;fullgilding Parísarsamkomulagsins í loftslagsmálum;;;
830;fjölgun vistvænna bifreiða;;;
831;afgreiðsla þingmála fyrir þinglok;;;
832;réttindabrot á vinnumarkaði;;;
833;álagning bifreiðagjalds á landbúnaðarvélar;Fyrirspurninni var svarað skriflega.;;
834;íslenskir fangar erlendis;Fyrirspurninni var ekki svarað.;;
835;innheimta hraðasekta;Fyrirspurninni var ekki svarað.;;
836;eignarhald á jörðum;Fyrirspurninni var svarað skriflega.;;
837;Álftafjarðargöng;Fyrirspurninni var svarað skriflega.;;
838;verksmiðjubú;Fyrirspurninni var svarað skriflega.;;
839;innfluttar landbúnaðarafurðir;Fyrirspurninni var svarað skriflega.;;
840;þriggja fasa rafmagn í dreifbýli;Fyrirspurninni var ekki svarað.;;
841;óundirbúinn fyrirspurnatími;;0:04:00;
842;framkvæmd þjóðaratkvæðagreiðslna;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
843;kosningar til Alþingis;Samþykkt sem lög frá Alþingi.;;
844;dagsetning kosninga;;;
845;skipan stjórnar Orkubús Vestfjarða;;;
846;lán til námsmanna erlendis;;;
847;útreikningur framfærslugrunns námsmanna;;;
848;breytingar á útlánareglum LÍN;;;
849;húsnæðismál;Ekki útrætt á 145. þingi. (Var í nefnd eftir 1. umræðu.);3:49:00;
850;rafrænt eftirlit við afplánun refsinga;Fyrirspurninni var ekki svarað.;;
851;skýrsla rannsóknarnefndar Alþingis um aðdraganda og orsakir erfiðleika og falls sparisjóðanna;;;
852;fjármálafyrirtæki;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
853;áætlun um vernd og orkunýtingu landsvæða;Ekki útrætt á 145. þingi. (Var í nefnd eftir fyrri umræðu.);1:30:00;
854;tímabundnar endurgreiðslur vegna hljóðritunar á tónlist;Samþykkt sem lög frá Alþingi.;0:50:00;
855;sala á eignarhlut ríkissjóðs í Reitum fasteignafélagi hf.;Fyrirspurninni var svarað skriflega.;;
856;óundirbúinn fyrirspurnatími;;;
857;staða Mývatns og frárennslismála;;19:36:00;
858;öryggi ferðamanna;;1:44:00;
859;einkarekstur í heilbrigðisþjónustunni;;;
860;málefni ferðaþjónustunnar;;;
861;upplýsingar um reikninga í skattaskjólum;;;
862;fjármögnun heilbrigðiskerfisins;;;
863;greiðsluþátttaka sjúklinga;;0:10:00;
864;ákvörðun EES-nefndarinnar nr. 97/2016 um breytingu á XVI. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;;
865;fullgilding samnings Sameinuðu þjóðanna um réttindi fatlaðs fólks;Samþykkt sem ályktun Alþingis.;0:46:00;
866;málefni trans- og intersex-barna;Fyrirspurninni var svarað skriflega.;;
867;lækkun virðisaukaskatts á gleraugum og linsum;Fyrirspurninni var ekki svarað.;;
868;orkukostnaður heimilanna;Fyrirspurninni var ekki svarað.;;
869;kostnaður af rýmkun réttar til heimilisuppbótar;Fyrirspurninni var svarað skriflega.;;
870;höfundalög;Samþykkt sem lög frá Alþingi.;3:01:00;
871;kjararáð;Ekki útrætt á 145. þingi. (Var í nefnd eftir 1. umræðu.);0:45:00;
872;skýrsla umboðsmanns Alþingis fyrir árið 2015;;;
873;Lífeyrissjóður starfsmanna ríkisins;Ekki útrætt á 145. þingi. (Var í nefnd eftir 1. umræðu.);4:54:00;
874;stofnun millidómstigs;Samþykkt sem lög frá Alþingi.;0:42:00;
875;fjáraukalög 2016;Samþykkt sem lög frá Alþingi.;0:27:00;
876;raflínur að iðnaðarsvæðinu á Bakka;Ekki útrætt á 145. þingi. Beið 2. umræðu;10:50:00;
877;óundirbúinn fyrirspurnatími;;;
878;stefna stjórnvalda í raforkusölu;;;
879;barnabætur;;;
880;strandveiðar;;;
881;lækkandi fæðingartíðni á Íslandi;;;
882;opinbert útboð á veiðiheimildum;;;
883;almennar íbúðir;Samþykkt sem lög frá Alþingi.;;
884;mannréttindi;;;
885;stjórn fiskveiða;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
886;jöfnun á flutningskostnaði olíuvara;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
887;þingsköp Alþingis;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
888;samkeppnislög;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
889;athugun á rekstrarumhverfi einkarekinna fjölmiðla á Íslandi;Ekki útrætt á 145. þingi. (Beið fyrri umræðu.);;
890;rannsóknarleyfi Orkubús Vestfjarða;Fyrirspurninni var ekki svarað.;;
891;eignir og tekjur landsmanna árið 2015;Fyrirspurninni var svarað skriflega.;;
892;breyting á áfengislögum;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
893;ungt fólk og staða þess;;;
894;Grænlandssjóður;Samþykkt sem lög frá Alþingi.;;
895;alþjóðasamþykkt um vernd heilbrigðisstarfsfólks á átakasvæðum;Samþykkt sem ályktun Alþingis.;0:15:00;
896;endurgreiðslur til félagasamtaka til almannaheilla vegna mannvirkjagerðar og annarra framkvæmda;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
897;fasteignir Þróunarfélags Keflavíkurflugvallar, Kadeco;Fyrirspurninni var ekki svarað.;;
898;Reykjavíkurflugvöllur í Vatnsmýri;Ekki útrætt á 145. þingi. (Beið 1. umræðu.);;
899;frestun á fundum Alþingis;;;
900;aldarafmæli sjálfstæðis og fullveldis Íslands;Samþykkt sem ályktun Alþingis.;;
912;óundirbúinn fyrirspurnatími;;;
913;skráning lögheimilis;;;
914;kosningar í haust;;;
915;samkeppnisstaða álfyrirtækja;;;
916;fjárframlög til Verkmenntaskólans á Akureyri;;;
917;ríkisfjármálaáætlun;;;
925;staða fjölmiðla á Íslandi;;;
931;starfsemi kampavínsklúbba;;;
932;óundirbúinn fyrirspurnatími;;;
933;framtíðarsýn í skattkerfum og samfélagslegt hlutverk skatta;;;
934;stefna í skattlagningu á bifreiðaeigendur;;;
935;nýjar upplýsingar um einkavæðingu bankanna;;;
936;Mývatn og Jökulsárlón;;;
937;skil þjónustu ríkis og sveitarfélaga í heilbrigðismálum;;;
938;aðgerðaáætlun Vísinda- og tækniráðs;;;
939;aðgerðir til að styrkja byggð í Grímsey;;;
947;óundirbúinn fyrirspurnatími;;;
955;tryggingagjald og samsköttun milli skattþrepa;;;
956;skýrsla um mansal;;;
957;uppfylling stjórnarsáttmála ríkisstjórnarinnar;;;
958;ákvörðun kjördags;;;
959;Félagsmálaskóli alþýðu;;;
968;staða og rekstrarvandi framhaldsskólanna;;;
969;búvörusamningur með tilliti til umhverfis- og náttúruverndar;;;
980;óundirbúinn fyrirspurnatími;;;
981;fullgilding Parísarsáttmálans;;;
982;málefni hælisleitenda;;;
983;fjöldi kvenna í löggæslu og utanríkisþjónustu;;;
984;sala Landsbankans á eignarhlut sínum í Borgun;;;
985;mansal og undirboð á vinnumarkaði;;;
1023;óundirbúinn fyrirspurnatími;;;
1026;skuldaleiðrétting og lækkun vaxtabóta;;;
1027;áform um einkasjúkrahús;;;
1028;endurskoðun stjórnarskrárinnar;;;
1029;hlutverk LÍN;;;
1030;aðgerðir í húsnæðismálum;;;
1041;óundirbúinn fyrirspurnatími;;;
1045;óundirbúinn fyrirspurnatími;;;
1046;ákall um uppbyggingu heilbrigðisþjónustu;;;
1047;orð ráðherra um stöðu fjölmiðla;;;
1048;breytingar á fæðingarorlofi;;;
1049;húsnæðiskaup og vaxtastig;;;
1050;upphæð barnabóta;;;
1059;frumvarp um breytingu á ellilífeyri;;;
1060;framlög til lífeyrisgreiðslna í fjármálaáætlun;;;
1061;vinna ráðuneyta eftir fjármálastefnu ríkisstjórnarinnar;;;
1062;endurgreiðsla tannlæknakostnaðar til aldraðra;;;
1063;málefni lánsveðshóps;;;
1067;óundirbúinn fyrirspurnatími;;;
1068;uppboðsleið í stað veiðigjalda;;;
1075;einkarekstur í almannaþjónustu;;;
1076;starfsáætlun sumarþings;;;
1077;hækkun ellilífeyris;;;
1078;afgreiðsla mála á sumarþingi;;;
1079;stofnframlög í almenna íbúðakerfinu;;;
1087;óundirbúinn fyrirspurnatími;;;
1090;þjóðgarður á miðhálendinu;;;
1091;bónusar til starfsmanna Kaupþings;;;
1092;mengandi örplast í hafi;;;
1093;staðsetning Lögregluskólans;;;
1094;stefna í stjórnvalda í samgönumálum;;;
1107;óundirbúinn fyrirspurnatími;;;
1108;eðli og tilgangur þjóðaratkvæðagreiðslna;;;
1110;fjármálaáætlun og endurreisn heilbrigðiskerfisins;;;
1111;hlutfall landsframleiðslu til heilbrigðismála;;;
1112;lækkun afurðaverðs til bænda;;;
1113;mótun stefnu til að draga úr afleiðingum vímuefnaneyslu;;;
1114;raforkumál á Vestfjörðum;;;
1116;óundirbúinn fyrirspurnatími;;;
1117;sala á eignum sem komu til frá slitabúum föllnu bankanna;;;
1124;þunn eiginfjármögnun og skattasamningar við álverin;;;
1125;frumvarp um þunna eiginfjármögnun;;;
1126;samskipti Íslands og Tyrklands;;;
1127;skattlagning bónusa og arðgreiðslna;;;
1128;veiðigjöld og fjármögnun rannsókna í sjávarútvegi;;;
1140;óundirbúinn fyrirspurnatími;;;
1141;byggðamál;;;
1143;rekstrarumhverfi fjölmiðla;;;
1144;Parísarsamningurinn;;;
1145;íslensk tunga í stafrænum heimi;;;
1146;sektir í fíkniefnamálum;;;
1147;LÍN-frumvarpið og jafnrétti til náms;;;
1153;óundirbúinn fyrirspurnatími;;;
1155;umhverfisbreytingar á norðurslóðum;;;
1156;hlutdeild sveitarfélaga í svokölluðum bankaskatti;;;
1157;þjóðaröryggisráð og tölvuöryggi þingmanna;;;
1158;uppbygging á Bakka;;;
1159;fjárveitingar til skáldahúsanna á Akureyri;;;
1171;óundirbúinn fyrirspurnatími;;;
1172;framtíðarskipan lífeyrismála;;;
1173;fjármunir sem fóru í skuldaniðurfellinguna;;;
1174;breyting á lífeyrissjóðakerfinu;;;
1175;fjárveitingar til Verkmenntaskólans á Akureyri;;;
1176;gjaldtaka af ferðamönnum;;;
1186;rekstrarumhverfi fjölmiðla;;;
1191;óundirbúinn fyrirspurnatími;;;
1192;samgöngumál á höfuðborgarsvæðinu;;;
1193;fjármálaleg samskipti ríkis og sveitarfélaga;;;
1194;viðbrögð við skýrslu um aðgerðir í vímuvarnamálum;;;
1195;ákvæði stjórnarskrár og framsal valds;;;
1196;vegaframkvæmdir;;;
1197;undirbúningur búvörusamninga;;;
1198;breyting á almannatryggingalöggjöfinni;;;
1214;óundirbúinn fyrirspurnatími;;;
1215;einkarekstur í heilsugæslunni;;;
1216;kjarabætur til öryrkja og ellilífeyrisþega;;;
1217;niðurgreitt innanlandsflug;;;
1218;tilfærsla málaflokka milli ráðuneyta;;;
1227;kostnaður við ívilnanir til stóriðju;;;
1234;óundirbúinn fyrirspurnatími;;;
1235;breyting á almannatryggingalöggjöfinni;;;
1236;álitamál vegna raflínulagna að Bakka;;;
1237;ræða ráðherra á allsherjarþingi SÞ;;;
1238;samningar um NPA-þjónustu;;;
1239;fjárhagsstaða heilsugæslunnar;;;
1246;óundirbúinn fyrirspurnatími;;;
1248;rammaáætlun;;;
1249;réttur til fæðingarorlofs;;;
1250;aðildarviðræður við ESB;;;
1251;lenging fæðingarorlofs og hækkun greiðslna;;;
1252;neyðarflugbraut;;;
1297;óundirbúinn fyrirspurnatími;;;
1298;skipting fjármagnstekna og launatekna;;;
1299;aðgerðir gegn skattundanskotum;;;
1300;samfélagsjöfnuður;;;
1311;óundirbúinn fyrirspurnatími;;;
1312;áhrif málshraða við lagasetningu;;;
1313;vaxtagreiðslur af lánum almennings;;;
1314;breytingartillögur við frumvarp um almannatryggingar;;;
1315;beiðni til umhverfisráðuneytis um álit;;;
1316;yfirvofandi kennaraskortur;;;
1317;auknar skerðingar í almannatryggingakerfinu;;;
1318;vistvæn framleiðsla í landbúnaði;;;
