málsnúmer;málsheiti;staða máls;heildartími;nefndir
38;ný stjórnarskrá, rannsókn á einkavæðingu bankanna;;;
39;tannlæknaþjónusta við aldraða og öryrkja;;;
40;fjármögnun kosningaauglýsinga;;4:18:00;
41;eignir og tekjur landsmanna árið 2016;Fyrirspurninni var svarað skriflega.;;
42;ný vinnubrögð á Alþingi;;0:00:00;
43;"í skugga valdsins: #metoo";;1:25:00;
44;greiðsluþátttaka sjúklinga;Í nefnd eftir fyrri umræðu.;;
45;samræming verklags um fjarfundi á vegum ráðuneyta;Samþykkt sem ályktun Alþingis.;0:46:00;
46;fjármálafyrirtæki;Samþykkt sem lög frá Alþingi.;0:13:00;
47;nýting forkaupsréttar ríkisins að hlutabréfum í Arion banka;Í nefnd eftir fyrri umræðu.;;
48;atvinnuleysistryggingar;Í nefnd eftir 1. umræðu.;;
49;aðgerðir í húsnæðismálum;;0:08:00;
50;þjóðarsátt um bætt kjör kvennastétta;Samþykkt sem ályktun Alþingis.;2:43:00;
51;almannatryggingar;Í nefnd eftir 1. umræðu.;1:37:00;
52;mótun eigendastefnu ríkisins fyrir bújarðir;Í nefnd eftir fyrri umræðu.;;
53;húsnæðis-, dvalar- og ferðakostnaður alþingismanna;Fyrirspurninni var svarað skriflega.;;
54;Samgöngustofa;Fyrirspurninni var svarað skriflega.;;
55;ívilnunarsamningar;Fyrirspurninni var svarað skriflega.;;
56;afnám vasapeningakerfis á dvalar- og hjúkrunarheimilum;Fyrirspurninni var svarað skriflega.;;
57;greiðslur Tryggingastofnunar til eldri borgara og öryrkja;Fyrirspurninni var svarað skriflega.;;
58;valkvæð bókun IMO um hávaðamengun í skipum;Fyrirspurninni var svarað skriflega.;;
59;skilgreiningar á hugtökum;Fyrirspurninni var svarað skriflega.;;
60;launafl;Fyrirspurninni var svarað skriflega.;;
61;varnir gegn loftmengun frá skipum;Fyrirspurninni var svarað skriflega.;;
62;sálfræðiþjónusta í framhaldsskólum;Í nefnd eftir fyrri umræðu.;;
63;kyrrsetning, lögbann o.fl.;Í nefnd eftir 1. umræðu.;2:18:00;
64;búvörulög og búnaðarlög;Í nefnd eftir 1. umræðu.;;
65;stofnefnahagsreikningar;Samþykkt sem ályktun Alþingis.;2:20:00;
66;fjáraukalög 2017;Samþykkt sem lög frá Alþingi.;4:54:00;
67;réttindi og skyldur starfsmanna ríkisins;Samþykkt sem lög frá Alþingi.;0:28:00;
68;skattfrádráttur til nýsköpunarfyrirtækja;Fyrirspurninni var svarað skriflega.;;
69;búvörusamningar;Fyrirspurninni var svarað skriflega.;;
70;samkeppni með landbúnaðarvörur;Fyrirspurninni var svarað skriflega.;;
71;framkvæmd reglugerðar nr. 1009/2015;Fyrirspurninni var svarað skriflega.;;
72;rekstrarform og ráðstöfun eigna Nýsköpunarsjóðs atvinnulífsins;Fyrirspurninni var svarað skriflega.;;
73;samkeppni í mjólkuriðnaði og stuðningur við hann;Fyrirspurninni var svarað skriflega.;;
74;réttur barna til að vita um uppruna sinn;Í nefnd eftir fyrri umræðu.;;
75;veiting ríkisborgararéttar;Samþykkt sem lög frá Alþingi.;;
76;samningur milli Íslands og Færeyja um fiskveiðar innan íslenskrar og færeyskrar lögsögu 2017;Samþykkt sem ályktun Alþingis.;2:56:00;
77;frestun á fundum Alþingis;;;
78;ábendingar í rannsóknarskýrslum Alþingis;;;
79;ábendingar í skýrslu rannsóknanefndar Alþingis um Íbúðalánasjóð;;;
80;fátækt á Íslandi;;0:18:00;
81;leiga á fasteignum ríkisins;Fyrirspurninni var svarað munnlega.;;
82;stjórnsýsluendurskoðun á starfsemi Útlendingastofnunar;;;
83;mannanöfn;Í nefnd eftir 1. umræðu.;;
84;Fríverslunarsamtök Evrópu og Evrópska efnahagssvæðið 2017;;;
85;Vestnorræna ráðið 2017;;;
86;Evrópuráðsþingið 2017;;;
87;ÖSE-þingið 2017;;;
88;óháð, fagleg staðarvalsgreining fyrir nýtt þjóðarsjúkrahús;Ekki samþykkt.;2:05:00;
89;kosningar til Alþingis;Í nefnd eftir 1. umræðu.;0:03:00;
90;óundirbúinn fyrirspurnatími;;;
91;atkvæðagreiðsla um fjárlög;;;
92;barnabætur;;;
93;breytingartillaga um hækkun barnabóta;;2:09:00;
94;vaxta- og barnabætur;;;
95;Alþjóðaþingmannasambandið 2017;;;
96;NATO-þingið 2017;;;
97;almannatryggingar;Í nefnd eftir 1. umræðu.;;
98;fæðingar- og foreldraorlof;Í nefnd eftir 1. umræðu.;0:00:00;
99;kirkjujarðasamkomulagið frá 1997/98;Fyrirspurninni var svarað skriflega.;;
100;auknar fjárheimildir í frumvarpi til fjáraukalaga;Fyrirspurninni var svarað skriflega.;;
101;aðgerðir gegn súrnun sjávar;Fyrirspurninni var svarað skriflega.;;
102;rannsóknir á súrnun sjávar;Fyrirspurninni var svarað skriflega.;;
103;listamannalaun;Fyrirspurninni hefur ekki verið svarað.;;
104;biðlistar á Vogi;Fyrirspurninni var svarað skriflega.;;
105;þjónustu- og þekkingarmiðstöð fyrir blinda, sjónskerta og daufblinda einstaklinga;Í nefnd eftir 1. umræðu.;1:45:00;
106;afgreiðsla umsókna um skattfrjálsa úttekt séreignarsparnaðar;Fyrirspurninni var svarað skriflega.;;
107;skipt búseta barna;Fyrirspurninni var svarað skriflega.;;
108;tekjuskattur;Í nefnd eftir 1. umræðu.;1:15:00;
109;Samgöngustofa, stjórnsýslustofnun samgöngumála;Samþykkt sem lög frá Alþingi.;0:13:00;
110;eftirlit með skipum;Í nefnd eftir 1. umræðu.;1:28:00;
111;farþegaflutningar og farmflutningar á landi;Samþykkt sem lög frá Alþingi.;1:54:00;
112;sálfræðiþjónusta í opinberum háskólum;Í nefnd eftir fyrri umræðu.;0:55:00;
113;endurskoðun XXV. kafla almennra hegningarlaga;Vísað til ríkisstjórnar.;1:24:00;
114;almenn hegningarlög;Í nefnd eftir 1. umræðu.;;
115;raforkulög og stofnun Landsnets hf.;Samþykkt sem lög frá Alþingi.;5:05:00;
116;úttekt á stofnun vestnorrænna eftirskóla;Samþykkt sem ályktun Alþingis.;0:10:00;
117;vestnorrænt samstarf um menntun í sjávarútvegsfræðum;Samþykkt sem ályktun Alþingis.;1:00:00;
118;ráðstefna um stöðu Íslands, Færeyja og Grænlands í nýjum veruleika alþjóðastjórnmála;Samþykkt sem ályktun Alþingis.;;
119;útgáfa vestnorrænnar söngbókar;Samþykkt sem ályktun Alþingis.;;
120;rannsóknir á örplasti í lífverum sjávar í Norður-Atlantshafi;Samþykkt sem ályktun Alþingis.;;
121;mengun af völdum plastnotkunar;Fyrirspurninni var svarað skriflega.;;
122;aðgengi að geðheilbrigðisþjónustu;Fyrirspurninni var svarað skriflega.;;
123;aðgerðaáætlun um orkuskipti;Fyrirspurninni var svarað skriflega.;;
124;hávaðamengun í hafi;Fyrirspurninni var svarað skriflega.;;
125;kaup á ráðgjafarþjónustu;Fyrirspurninni var svarað skriflega.;;
126;kostnaður Vegagerðarinnar við fjárfrekar nýframkvæmdir og viðhald;Fyrirspurninni var svarað skriflega.;;
127;áfengislög;Í nefnd eftir 1. umræðu.;;
128;óundirbúinn fyrirspurnatími;;1:57:00;
129;skipun dómara við Landsrétt;;;
130;kolefnisjöfnun og endurheimt votlendis;;;
131;rannsókn á skipun dómara við Landsrétt;;;
132;afleysingaferja fyrir Herjólf;;1:12:00;
133;eftirlitsskyld lyf;;2:21:00;
134;helgidagafriður;Í nefnd eftir 1. umræðu.;;
135;mat á forsendum við útreikning verðtryggingar;Samþykkt sem ályktun Alþingis.;1:05:00;
136;sjálfsvíg á geðdeildum og meðferðarstofnunum;Fyrirspurninni var svarað skriflega.;;
137;rekstur framhaldsskóla;Fyrirspurninni var svarað skriflega.;;
138;brottfall laga um stofnun hlutafélags um Hitaveitu Suðurnesja;Samþykkt sem lög frá Alþingi.;0:25:00;
139;rekstur háskóla;Fyrirspurninni var svarað skriflega.;;
140;kostnaður við hjúkrunarheimili og heilbrigðisþjónustu;Fyrirspurninni var svarað munnlega.;;
141;fíkniefnalagabrot á sakaskrá;Fyrirspurninni var svarað skriflega.;;
142;óundirbúinn fyrirspurnatími;;;
143;framtíðarskipulag LÍN;;;
144;frumvörp um tjáningar- og upplýsingafrelsi;;;
145;málefni LÍN;;;
146;meginþættir í störfum fjármálastöðugleikaráðs 2017;;;
147;fjöldi hjónavígslna;Fyrirspurninni var svarað skriflega.;;
148;húsnæði ríkisins í útleigu;Fyrirspurninni var svarað skriflega.;;
149;staðsetning þjóðarsjúkrahúss;;;
150;staða einkarekinna fjölmiðla;;;
151;varaflugvöllur við Sauðárkrók;Fyrirspurninni var svarað skriflega.;;
152;heilbrigðisþjónusta í fangelsum;Fyrirspurninni var svarað skriflega.;;
153;fæðingarstyrkir og greiðslur úr Fæðingarorlofssjóði;Fyrirspurninni var svarað skriflega.;;
154;vegþjónusta;Fyrirspurninni var svarað munnlega.;;
155;óundirbúinn fyrirspurnatími;;;
156;geðheilbrigðismál;;;
157;siðareglur ráðherra;;;
158;staðsetning nýs Landspítala með tilliti til samgangna;;;
159;einstaklingar með þroskaskerðingu og geðræn einkenni;;;
160;göngudeild SÁÁ á Akureyri;;;
161;aðgengi fatlaðs fólks að sérhæfðri geðheilbrigðisþjónustu;Fyrirspurninni var svarað skriflega.;;
162;félagsleg undirboð og svik á vinnumarkaði;;;
163;innflutningur á hráum og ógerilsneyddum matvælum;Fyrirspurninni hefur ekki verið svarað.;;
164;stefna stjórnvalda um innanlandsflug;Fyrirspurninni var svarað skriflega.;;
165;40 stunda vinnuvika;Í nefnd eftir 1. umræðu.;;
166;dómþing;Fyrirspurninni var svarað skriflega.;;
167;markaðar tekjur;Samþykkt sem lög frá Alþingi.;4:40:00;
168;Alexandersflugvöllur sem varaflugvöllur;Í nefnd eftir fyrri umræðu.;;
169;hagkvæmnisathugun á uppbyggingu Skógarstrandarvegar;Í nefnd eftir fyrri umræðu.;;
170;staða og sjálfstæði háskóla á landsbyggðinni;Fyrirspurninni var svarað skriflega.;;
171;strandveiðar;Fyrirspurninni var svarað skriflega.;;
172;öryggi sjúklinga á geðsviði Landspítalans;Fyrirspurninni var svarað skriflega.;;
173;óundirbúinn fyrirspurnatími;;;
174;fylgdarlaus börn á flótta;;;
175;kolefnisjöfnun í landbúnaði;;;
176;pólitísk ábyrgð ráðherra;;;
177;aðgengi að íslenskum netorðabókum;;0:00:00;
178;áhrif Brexit á efnahag Íslands;;0:00:00;
179;stefna stjórnvalda um uppbyggingu flutningskerfis raforku;Samþykkt sem ályktun Alþingis.;6:05:00;
180;uppgreiðslugjöld húsnæðislána hjá Íbúðalánasjóði;Fyrirspurninni var svarað skriflega.;;
181;samgöngumál á höfuðborgarsvæðinu;Fyrirspurninni var svarað skriflega.;;
182;ræðismenn Íslands;Fyrirspurninni var svarað skriflega.;;
183;skortur á hjúkrunarfræðingum og sjúkraliðum;Fyrirspurninni var svarað skriflega.;;
184;lýðháskólar;Fyrirspurninni var svarað munnlega.;;
185;óundirbúinn fyrirspurnatími;;2:05:00;
186;mótun fjármálakerfisins og sala Arion banka;;;
187;stefna og hlutverk sendiráða Íslands;;;
188;hækkun fasteignamats;;;
189;lögbann á fréttaflutning;;;
190;hugsanlegt vanhæfi dómara;;2:06:00;
191;fjárfestingar í rannsóknum og þróun;Í nefnd eftir fyrri umræðu.;;
192;langtímaorkustefna;;;
193;bann við kjarnorkuvopnum;Í nefnd eftir fyrri umræðu.;;
194;útflutningsskylda í landbúnaði;Fyrirspurninni var svarað munnlega.;;
195;vindorka;Fyrirspurninni var svarað skriflega.;;
196;heilbrigðisáætlun;Fyrirspurninni var svarað munnlega.;;
197;nýjar aðferðir við orkuöflun;;;
198;framkvæmdaáætlun í málefnum innflytjenda;Fyrirspurninni var svarað skriflega.;;
199;plastagnir í neysluvatni og verndun neysluvatns;Fyrirspurninni var svarað skriflega.;;
200;skipting útsvarstekna milli sveitarfélaga;Í nefnd eftir fyrri umræðu.;;
201;frelsi á leigubifreiðamarkaði;Í nefnd eftir fyrri umræðu.;0:03:00;
202;rafrettur og áfyllingar fyrir rafrettur;Samþykkt sem lög frá Alþingi.;5:59:00;
203;meðferð sakamála;Samþykkt sem lög frá Alþingi.;0:09:00;
204;óundirbúinn fyrirspurnatími;;;
205;efnahagsmál og íslenska krónan;;;
206;sala á hlut ríkisins í Arion banka;;;
207;ráðherraábyrgð;;;
208;kjör öryrkja;;;
209;formennska í Norðurskautsráðinu;;;
210;skriflegt svar við fyrirspurn þingmanns;Fyrirspurninni var svarað skriflega.;;
211;innbrot á höfuðborgarsvæðinu;Fyrirspurninni var svarað munnlega.;;
212;gagnaver;Fyrirspurninni var svarað munnlega.;;
213;almenn hegningarlög;Í nefnd eftir 1. umræðu.;2:12:00;
214;friðlýsing Íslands fyrir kjarnorkuvopnum og bann við umferð kjarnorkuknúinna farartækja;Í nefnd eftir 1. umræðu.;;
215;lax- og silungsveiði;Samþykkt sem lög frá Alþingi.;2:45:00;
216;Vestmannaeyjaferja;Fyrirspurninni var svarað skriflega.;;
217;herstöðvarrústir á Straumnesfjalli;Fyrirspurninni var svarað skriflega.;;
218;sala fullnustueigna Íbúðalánasjóðs;Fyrirspurninni var svarað skriflega.;;
219;gerð áætlunar um stafræna endurgerð íslensks prentmáls;Samþykkt sem ályktun Alþingis.;1:52:00;
220;birting gagna;Fyrirspurninni var svarað skriflega.;;
221;ábendingar í rannsóknarskýrslum Alþingis og viðbrögð við þeim;Fyrirspurninni var svarað skriflega.;;
222;þingsköp Alþingis;Í nefnd eftir 1. umræðu.;0:02:00;
223;stuðningur við Fjölskyldumiðstöð Rauða krossins;Fyrirspurninni var svarað munnlega.;;
224;skýrsla hagdeildar Íbúðalánasjóðs um þörf fyrir íbúðir á Íslandi;;;
225;úrvinnsla upplýsinga um eignir Íslendinga á aflandssvæðum;Fyrirspurninni var svarað skriflega.;;
226;greiðslur til foreldra vegna andvanafæðingar og fósturláts;Fyrirspurninni var svarað skriflega.;;
227;skráning faðernis;Fyrirspurninni var svarað skriflega.;;
228;lögskilnaðir;Fyrirspurninni var svarað skriflega.;;
229;óundirbúinn fyrirspurnatími;;;
230;sala á hlut ríkisins í Arion banka;;;
231;verð á hlut ríkisins í Arion banka;;;
232;efnisgjöld á framhaldsskólastigi;;;
233;skilyrði fyrir gjafsókn;;;
234;samkeppnisundanþágur mjólkuriðnaðarins;;;
235;samgöngur til Vestmannaeyja;;;
236;frelsi á leigubílamarkaði;;0:53:00;
237;sjúkraflutningar;Fyrirspurninni var svarað munnlega.;;
238;barnalög;Samþykkt sem lög frá Alþingi.;0:05:00;
239;umhverfismat fyrir gerð láglendisvegar um Mýrdal;Í nefnd eftir fyrri umræðu.;;
240;matvælaframleiðsla á Íslandi;Fyrirspurninni var svarað skriflega.;;
241;kostnaður við Landeyjahöfn og Vestmannaeyjaferju;Fyrirspurninni var svarað skriflega.;;
242;veiðigjöld o.fl.;Fyrirspurninni var svarað skriflega.;;
243;fjárveitingar til Heilbrigðisstofnunar Vestmannaeyja, fjöldi ársverka og þróun launakostnaðar;Fyrirspurninni var svarað skriflega.;;
244;heilbrigðisþjónusta á landsbyggðinni;Fyrirspurninni var svarað munnlega.;;
245;hreinlætisaðstaða í Dyrhólaey;Fyrirspurninni var svarað munnlega.;;
246;vextir og verðtrygging;Vísað til ríkisstjórnar.;0:10:00;
247;löggæslumál;;0:30:00;
248;hollustuhættir og mengunarvarnir o.fl.;Samþykkt sem lög frá Alþingi.;4:45:00;
249;réttindi og skyldur starfsmanna ríkisins;Í nefnd eftir 1. umræðu.;1:35:00;
250;staða sveitarfélaganna á Suðurnesjum;Í nefnd eftir fyrri umræðu.;;
251;óundirbúinn fyrirspurnatími;;;
252;aðgangur að trúnaðarupplýsingum;;;
253;kaup vogunarsjóða í Arion banka;;;
254;kynferðisbrot gagnvart börnum;;;
255;skerðingar í lífeyriskerfinu;;;
256;málefni hinsegin fólks;;;
257;hlutfall íslenskra matvæla í innkaupum ráðuneyta;Fyrirspurninni var svarað skriflega.;;
258;hlutfall íslenskra matvæla í innkaupum ráðuneyta;Fyrirspurninni var svarað skriflega.;;
259;hlutfall íslenskra matvæla í innkaupum ráðuneyta;Fyrirspurninni var svarað skriflega.;;
260;óundirbúinn fyrirspurnatími;;;
261;samgönguáætlun;;;
262;sjúkrabifreið á Ólafsfirði;;;
263;málefni forstjóra Barnaverndarstofu;;6:24:00;
264;breikkun Vesturlandsvegar;;3:03:00;
265;barnaverndarmál;;;
266;sala á hlut ríkisins í Arion banka;;;
267;lestrarvandi og aðgerðir til að sporna gegn honum;;;
268;möguleikar ljósmæðra á að ávísa lyfjum og hjálpartækjum;Fyrirspurninni var svarað munnlega.;;
269;Kristnisjóður o.fl.;Í nefnd eftir 1. umræðu.;;
270;nöfn sveitarfélaga;Fyrirspurninni var svarað skriflega.;;
271;minnkun plastpokanotkunar;Fyrirspurninni var svarað munnlega.;;
272;útistandandi húsnæðislán Íbúðalánasjóðs sem bera uppgreiðslugjald;Fyrirspurninni var svarað skriflega.;;
273;fæðingarstaður barns;Fyrirspurninni var svarað skriflega.;;
274;ráðstöfun á eignum til LSR úr safni Lindarhvols ehf.;Fyrirspurninni var svarað skriflega.;;
275;mótun eigendastefnu ríkisins fyrir bújarðir;;;
276;ráðherrabílar og bílstjórar;Fyrirspurninni var svarað skriflega.;;
277;ráðherrabílar og bílstjórar;Fyrirspurninni var svarað skriflega.;;
278;óundirbúinn fyrirspurnatími;;;
279;vopnaflutningar íslensks flugfélags;;;
280;bankakerfið;;;
281;staða hagkerfisins;;;
282;málefni öryrkja;;;
283;lög um opinberar eftirlitsreglur;;;
284;ráðherrabílar og bílstjórar;Fyrirspurninni var svarað skriflega.;;
285;ráðherrabílar og bílstjórar;Fyrirspurnin var kölluð aftur.;;
286;loftslagsmál;Samþykkt sem lög frá Alþingi.;;
287;verslun með áfengi og tóbak o.fl.;Bíður 1. umræðu.;;
288;kalkþörungavinnsla;Fyrirspurninni var svarað munnlega.;;
289;óundirbúinn fyrirspurnatími;;;
290;kjör öryrkja;;;
291;Landsréttur;;;
292;hæfi dómara í Landsrétti;;0:50:00;
293;biðlistar á Vog;;2:22:00;
294;gjaldtaka í ferðaþjónustu;;;
295;landverðir;;;
296;skýrsla greiningardeildar ríkislögreglustjóra um skipulagða glæpastarfsemi;;;
297;ráðningar ráðherrabílstjóra;Fyrirspurninni var svarað skriflega.;;
298;ráðningar ráðherrabílstjóra;Fyrirspurninni var svarað skriflega.;;
299;ráðningar ráðherrabílstjóra;Fyrirspurninni var svarað skriflega.;;
300;ráðningar ráðherrabílstjóra;Fyrirspurninni var svarað skriflega.;;
301;ráðningar ráðherrabílstjóra;Fyrirspurninni var svarað skriflega.;;
302;ráðningar ráðherrabílstjóra;Fyrirspurninni var svarað skriflega.;;
303;ráðningar ráðherrabílstjóra;Fyrirspurninni var svarað skriflega.;;
304;ráðningar ráðherrabílstjóra;Fyrirspurninni var svarað skriflega.;;
305;viðbrögð við fjölgun ferðamanna;Fyrirspurninni var svarað munnlega.;;
306;mat á umhverfisáhrifum;Bíður 1. umræðu.;;
307;skipun starfshóps til að endurmeta kynfræðslu í grunn- og framhaldsskólum;Bíður fyrri umræðu.;;
308;Arion banki;;;
309;kjötrækt;Bíður fyrri umræðu.;;
310;fjarskiptamál á Hornströndum;Fyrirspurninni var svarað skriflega.;;
311;starfsemi sérsveitar ríkislögreglustjóra;Fyrirspurninni var svarað skriflega.;;
312;eftirlitshlutverk Fjármálaeftirlitsins og greiðslur af verðtryggðum lánum;Fyrirspurninni var svarað skriflega.;;
313;hnjask á atkvæðakössum;Fyrirspurninni var svarað munnlega.;;
314;starfsmenn ráðuneytisins og stofnana á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
315;starfsmenn ráðuneytisins og stofnana á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
316;starfsmenn ráðuneytisins og stofnana á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
317;starfsmenn ráðuneytisins og stofnana á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
318;starfsmenn ráðuneytisins og stofnana á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
319;starfsmenn ráðuneytisins og stofnana á málefnasviði ráðherra;Fyrirspurninni hefur ekki verið svarað.;;
320;starfsmenn ráðuneytisins og stofnana á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
321;starfsmenn stofnana á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
322;starfsmenn ráðuneytisins og stofnana á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
323;starfsmenn stofnana á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
324;starfsmenn ráðuneytisins og stofnana á málefnasviði ráðherra;Fyrirspurninni var svarað skriflega.;;
325;starfsmenn Alþingis og stofnana þess;Fyrirspurninni var svarað skriflega.;;
326;fjárframlög til samgöngumála;Fyrirspurninni var svarað skriflega.;;
327;Arion banki;;;
328;óundirbúinn fyrirspurnatími;;;
329;samræmd próf í íslensku;;;
330;kjararáð;;1:40:00;
331;falskar fréttir og þjóðaröryggi;;3:05:00;
332;Bankasýsla ríkisins;;;
333;innleiðingarhalli EES-mála;;1:35:00;
334;ákvörðun sameiginlegu EES-nefndarinnar nr. 129/2017 um breytingu á II. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;;
335;ákvörðun sameiginlegu EES-nefndarinnar nr. 187/2017 um breytingu á XIX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;;
336;ákvörðun sameiginlegu EES-nefndarinnar nr. 92/2017 um breytingu á II. viðauka og XVII. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;0:03:00;
337;ákvörðun sameiginlegu EES-nefndarinnar nr. 107/2017 um breytingu á XX. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;0:49:00;
338;vinna við réttaröryggisáætlun;Fyrirspurninni var svarað munnlega.;;
339;Þjóðskrá Íslands;Samþykkt sem lög frá Alþingi.;5:59:00;
340;ársreikningar;Samþykkt sem lög frá Alþingi.;;
341;rafmyntir;Fyrirspurninni var svarað munnlega.;;
342;heimahjúkrun;Fyrirspurninni var svarað skriflega.;;
343;undanþágur frá banni við hergagnaflutningum;Fyrirspurninni var svarað munnlega.;;
344;óundirbúinn fyrirspurnatími;;;
345;áherslur í heilbrigðismálum;;1:50:00;
346;fækkun rúma fyrir vímuefna- og áfengissjúklinga;;0:32:00;
347;tollar á innfluttar landbúnaðarvörur;;;
348;smávægileg brot á sakaskrá;;;
349;komugjöld;;;
350;boðaður niðurskurður opinberrar þjónustu;;;
351;afstaða Íslands til kjarnorkuvopna;Fyrirspurninni var svarað skriflega.;;
352;jarðgöng milli Siglufjarðar og Fljóta;Fyrirspurninni var svarað skriflega.;;
353;jafnréttismat;Fyrirspurninni var svarað skriflega.;;
354;eiturefnaflutningar um Sandskeið og Hellisheiði;Fyrirspurninni var svarað skriflega.;;
355;eiturefnaflutningar um íbúðahverfi;Fyrirspurninni var svarað skriflega.;;
356;einkaleyfi og nýsköpunarvirkni;Fyrirspurninni var svarað munnlega.;;
357;störf þingmanna á vegum framkvæmdarvaldsins;Fyrirspurninni var svarað skriflega.;;
358;störf þingmanna á vegum framkvæmdarvaldsins;Fyrirspurninni var svarað skriflega.;;
359;störf þingmanna á vegum framkvæmdarvaldsins;Fyrirspurninni var svarað skriflega.;;
360;störf þingmanna á vegum framkvæmdarvaldsins;Fyrirspurninni hefur ekki verið svarað.;;
361;störf þingmanna á vegum framkvæmdarvaldsins;Fyrirspurninni var svarað skriflega.;;
362;störf þingmanna á vegum framkvæmdarvaldsins;Fyrirspurninni var svarað skriflega.;;
363;störf þingmanna á vegum framkvæmdarvaldsins;Fyrirspurninni var svarað skriflega.;;
364;störf þingmanna á vegum framkvæmdarvaldsins;Fyrirspurninni var svarað skriflega.;;
365;störf þingmanna á vegum framkvæmdarvaldsins;Fyrirspurninni var svarað skriflega.;;
366;nauðungarsölur og greiðsluaðlögun;Fyrirspurninni var svarað skriflega.;;
367;ferðakostnaður og dagpeningar ráðherra og ráðuneytisstjóra;Fyrirspurninni var svarað skriflega.;;
368;ferðakostnaður og dagpeningar ráðherra og ráðuneytisstjóra;Fyrirspurninni var svarað skriflega.;;
369;óundirbúinn fyrirspurnatími;;;
370;móttaka barna á flótta;;;
371;nýr Landspítali;;;
372;hvarf Íslendings í Sýrlandi;;;
373;virkjun Hvalár á Ströndum;;;
374;raforkumarkaðsmál;;;
