málsnúmer;málsheiti;staða máls;heildartími;nefndir
697;ný stefna Vinstri grænna í Evrópumálum;;;
698;framhald aðildarviðræðna við ESB;;;
699;verðmætasköpun í landinu;;;
700;skipulags- og mannvirkjamál á Alþingissvæðinu;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
701;frestun á fundum Alþingis;;;
702;fjármál stjórnmálasamtaka og frambjóðenda og upplýsingaskylda þeirra;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
703;útlendingar;Ekki útrætt á 141. þingi. (Beið 1. umræðu.);;
704;Þorláksbúð;;;
705;fjárreiður stofnana og rannsóknarsetra sem heyra undir Félagsvísindastofnun Háskóla Íslands;Fyrirspurninni var ekki svarað.;;
706;eftirlit með endurskoðun og úrbótum á löggjöf o.fl.;;;
713;staða og uppbygging hjúkrunarrýma;;;
717;óundirbúinn fyrirspurnatími;;;
718;samningar við kröfuhafa gömlu bankanna;;;
719;breyting á lögum um almannatryggingar;;;
720;vegurinn um Súðavíkurhlíð;;;
721;uppbygging á Bakka;;;
722;innheimta og ráðstöfun tryggingagjalds;;;
741;óundirbúinn fyrirspurnatími;;;
742;afgreiðsla stjórnarskrármálsins;;;
743;uppgjör þrotabúa gömlu bankanna;;;
744;frumvarp um staðgöngumæðrun;;;
745;Evrópustofa;;;
746;launamál slitastjórna;;;
766;óundirbúinn fyrirspurnatími;;;
770;uppbygging hjúkrunarrýma í Hafnarfirði;;;
771;lagaumhverfi búseturéttar- og samvinnufélaga;;;
772;öryggismál borgaranna;;;
773;útboð á sjúkraflugi;;;
774;ívilnanir vegna stóriðju á Bakka;;;
798;óundirbúinn fyrirspurnartími;;;
799;hagtölur og hagstjórn;;;
800;breytingar á stjórnarskrá;;;
801;náttúruminjasýning í Perlunni;;;
802;kennaranám;;;
803;skattamál;;;
823;óundirbúinn fyrirspurnatími;;;
824;Reykjavíkurflugvöllur;;;
825;uppbygging stóriðju í Helguvík;;;
826;innheimtulaun lögmanna;;;
827;sala á landi Reykjavíkurflugvallar;;;
828;afskipti innanríkisráðherra af bandarískum lögreglumönnum;;;
