málsnúmer;málsheiti;staða máls;heildartími;nefndir
355;undirbúningur að gerð þjóðhagsáætlana til langs tíma;Ekki útrætt á 144. þingi. (Var í nefnd eftir fyrri umræðu.);;
356;tekjuskattur o.fl.;Samþykkt sem lög frá Alþingi.;4:50:00;
357;rekstur Hlíðarskóla;Fyrirspurninni var svarað skriflega.;;
358;eftirlit með starfsháttum lögreglu;Fyrirspurnin var felld niður vegna ráðherraskipta.;;
359;umhverfismat vegna áforma um vegagerð á Sprengisandi;Fyrirspurnin var felld niður vegna ráðherraskipta.;;
360;umhverfismat vegna áforma um lagningu háspennulínu um Sprengisand;Fyrirspurninni var svarað skriflega.;;
361;skipulags- og mannvirkjamál á Reykjavíkurflugvelli;Ekki útrætt á 144. þingi. (Var í nefnd eftir 1. umræðu.);5:40:00;
362;vaxtagjöld ríkisins vegna lána til bjargar fjármálakerfinu;Fyrirspurninni var svarað skriflega.;;
363;yfirskattanefnd o.fl.;Samþykkt sem lög frá Alþingi.;1:32:00;
364;endurskoðun á slægingarstuðlum;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
365;staða, stjórn og starfshættir þjóðkirkjunnar;Ekki útrætt á 144. þingi. (Var í nefnd eftir 1. umræðu.);1:47:00;
366;tekjustofnar sveitarfélaga;Samþykkt sem lög frá Alþingi.;2:00:00;
367;fjáraukalög 2014;Samþykkt sem lög frá Alþingi.;11:29:00;
368;endurupptaka vegna látinna dómþola í máli Hæstaréttar nr. 214/1978;Samþykkt sem lög frá Alþingi.;;
369;minning tveggja alda afmælis Jóns Árnasonar;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
370;innflutningur nautasæðis til eflingar innlendri mjólkurframleiðslu;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
371;niðurfærsla verðtryggðra fasteignaveðlána;Fyrirspurninni var svarað skriflega.;;
372;lögreglulög;Ekki útrætt á 144. þingi. (Var í nefnd eftir 1. umræðu.);;
373;reglugerð um vopnabúnað lögreglu;Fyrirspurnin var felld niður vegna ráðherraskipta.;;
374;námskostnaður;Fyrirspurninni var svarað munnlega.;;
375;fækkun nemendaígilda;Fyrirspurninni var svarað munnlega.;;
376;Schengen-upplýsingakerfið á Íslandi;Samþykkt sem lög frá Alþingi.;0:35:00;
377;aðgangur að upplýsingum við vinnu við fjárlaga- og tekjufrumvörp;Fyrirspurninni var svarað skriflega.;;
378;ávísun kannabiss í lækningaskyni;Fyrirspurninni var svarað skriflega.;;
379;aðgerðaáætlun fyrir áfengis- og vímuvarnir;Fyrirspurninni var svarað skriflega.;;
380;vernd afhjúpenda;Fyrirspurninni var svarað munnlega.;;
381;aðgengi að fjárhagsupplýsingum ríkisins;Fyrirspurninni var svarað munnlega.;;
382;starfshópur um myglusvepp;Fyrirspurnin var felld niður vegna ráðherraskipta.;;
383;jöfnun húshitunarkostnaðar;Fyrirspurninni var svarað munnlega.;;
384;efling atvinnu og samfélags á Suðurnesjum;Ekki útrætt á 144. þingi. (Var í nefnd eftir fyrri umræðu.);;
385;óundirbúinn fyrirspurnatími;;;
386;hagvöxtur og efnahagsstefna ríkisstjórnarinnar;;;
387;kjaradeila lækna;;;
388;fjárþörf heilbrigðisþjónustu;;;
389;samningar við lækna;;1:20:00;
390;hugmyndir um útgönguskatt;;2:24:00;
391;Haf- og vatnarannsóknir;Ekki útrætt á 144. þingi. Beið 2. umræðu;0:50:00;
392;sameining Hafrannsóknastofnunar og Veiðimálastofnunar;Ekki útrætt á 144. þingi. Beið 2. umræðu;2:35:00;
393;rýmkun heimilda lífeyrissjóða til fjárfestinga;Fyrirspurninni var svarað skriflega.;;
394;staða friðlýsingar á svæðum og virkjunarkostum í verndarflokki;Fyrirspurninni var svarað skriflega.;;
395;almenn hegningarlög;Ekki útrætt á 144. þingi. (Var í nefnd eftir 1. umræðu.);0:45:00;
396;upplýsinga- og sannleiksskylda ráðherra;Ekki útrætt á 144. þingi. (Var í nefnd eftir 1. umræðu.);;
397;dagur helgaður fræðslu um mannréttindi barna;Ekki útrætt á 144. þingi. (Beið síðari umræðu.);1:38:00;
398;Hlíðarskóli og stuðningur við verkefni grunnskóla;Fyrirspurninni var svarað skriflega.;;
399;skipting skuldaniðurfærslu eftir landshlutum;Fyrirspurninni var svarað skriflega.;;
400;Landsvirkjun;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
401;athugun rekstrarfélags Stjórnarráðsins á trúnaðarbroti í innanríkisráðuneytinu;Fyrirspurninni var svarað skriflega.;;
402;slysatryggingar almannatrygginga;Samþykkt sem lög frá Alþingi.;5:07:00;
403;örnefni;Samþykkt sem lög frá Alþingi.;0:25:00;
404;uppbygging innviða vegna atvinnustarfsemi í landi Bakka;Samþykkt sem lög frá Alþingi.;0:05:00;
405;stuðningur við nýsköpunarfyrirtæki;Samþykkt sem lög frá Alþingi.;1:03:00;
406;húsnæðismál Listaháskóla Íslands;Fyrirspurninni var svarað munnlega.;;
407;kostnaður við magabandsaðgerðir;Fyrirspurninni var svarað skriflega.;;
408;lyfjalög;Samþykkt sem lög frá Alþingi.;3:46:00;
409;umönnunargreiðslur;Fyrirspurninni var svarað munnlega.;;
410;ákvörðun þóknunar til verjenda og réttargæslumanna;Fyrirspurnin var felld niður vegna ráðherraskipta.;;
411;virðisaukaskattur;Ekki útrætt á 144. þingi. (Var í nefnd eftir 1. umræðu.);;
412;almannavarnir o.fl.;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
413;fæðingar- og foreldraorlof;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
414;flutningur höfuðstöðva Fiskistofu;Fyrirspurninni var svarað skriflega.;;
415;mótun klasastefnu;Ekki útrætt á 144. þingi. (Var í nefnd eftir fyrri umræðu.);;
416;félagsþjónusta sveitarfélaga;Ekki útrætt á 144. þingi. Beið 2. umræðu;10:12:00;
417;óundirbúinn fyrirspurnatími;;2:40:00;
418;fangaflutningar Bandaríkjamanna;;2:00:00;
419;umdæmi lögreglunnar á Höfn;;0:28:00;
420;endurskoðun stjórnarskrárinnar;;2:20:00;
421;hækkun bóta lífeyrisþega;;5:00:00;
422;endurupptaka mála;;0:55:00;
423;varnir gegn snjóflóðum og skriðuföllum;Samþykkt sem lög frá Alþingi.;0:05:00;
424;loftslagsmál;Samþykkt sem lög frá Alþingi.;-1 day, 23:30:00;
425;ákvörðun EES-nefndarinnar nr. 75/2013 um breytingu á II. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;;
426;grunnskólar;Ekki útrætt á 144. þingi. Beið 2. umræðu;1:41:00;
427;uppbygging innviða fyrir ferðamenn til verndar náttúru og menningarsögulegum minjum;Ekki útrætt á 144. þingi. Beið 2. umræðu;8:38:00;
428;tekjur og frítekjumark námsmanna sem eru lántakendur hjá Lánasjóði íslenskra námsmanna;Fyrirspurninni var svarað skriflega.;;
429;eignir og tekjur landsmanna;Fyrirspurninni var svarað skriflega.;;
430;meðferð sakamála og lögreglulög;Samþykkt sem lög frá Alþingi.;8:43:00;
431;framtíð Hólaskóla -- Háskólans á Hólum;Fyrirspurninni var svarað skriflega.;;
432;framtíð Landbúnaðarháskóla Íslands;Fyrirspurninni var svarað skriflega.;;
433;skyldutrygging lífeyrisréttinda og starfsemi lífeyrissjóða;Samþykkt sem lög frá Alþingi.;;
434;Stjórnarráð Íslands;Samþykkt sem lög frá Alþingi.;4:10:00;
435;sendiherrar;Fyrirspurninni var svarað skriflega.;;
436;óundirbúinn fyrirspurnatími;;0:08:00;
437;sáttanefnd í læknadeilunni;;;
438;afnám gjaldeyrishafta;;;
439;læknadeilan og laun lækna;;;
440;framkvæmd þingsályktunar um tjáningar- og upplýsingafrelsi;;;
441;málefni Bankasýslunnar;;;
442;fulltrúar í starfshópum og nefndum á vegum ráðuneytisins og stofnana þess;Fyrirspurninni var svarað skriflega.;;
443;ráðstafanir vegna íbúðalána í búseturéttaríbúðum;Fyrirspurninni var svarað skriflega.;;
444;forgangur ráðherra og þingmanna í heilbrigðiskerfinu;Fyrirspurninni var svarað skriflega.;;
445;samhæfð framkvæmd stjórnvalda við að tryggja skilvirk úrræði fyrir þolendur kynferðisbrota;Fyrirspurninni var svarað skriflega.;;
446;vopnaeign og vopnaburður lögreglunnar;Fyrirspurninni var svarað skriflega.;;
447;vopnaöflun og vopnaeign Landhelgisgæslunnar;Fyrirspurninni var svarað skriflega.;;
448;reglugerð um vopnabúnað lögreglu;Fyrirspurninni var svarað munnlega.;;
449;lögregla og drónar;Fyrirspurninni var svarað munnlega.;;
450;eftirlit með starfsháttum lögreglu;Fyrirspurninni var svarað munnlega.;;
451;samningur hafnríkja til að uppræta ólöglegar, ótilkynntar og eftirlitslausar veiðar;Samþykkt sem ályktun Alþingis.;0:36:00;
452;upplýsingar um loftmengun;Fyrirspurninni var svarað skriflega.;;
453;hagræn áhrif kvikmyndagerðar á Íslandi;;;
454;aðbúnaður, hollustuhættir og öryggi á vinnustöðum og málefni fatlaðs fólks;Samþykkt sem lög frá Alþingi.;4:38:00;
455;náttúrupassi;Ekki útrætt á 144. þingi. (Var í nefnd eftir 1. umræðu.);4:00:00;
456;Menntamálastofnun;Samþykkt sem lög frá Alþingi.;13:03:00;
457;hvalveiðar og verðmæti hvalkjöts og nýting;Fyrirspurninni var svarað skriflega.;;
458;húsnæðisbótakerfi;Fyrirspurninni var svarað skriflega.;;
459;almannatryggingar o.fl.;Samþykkt sem lög frá Alþingi.;;
460;lögfesting reglna um þunna eiginfjármögnun;Fyrirspurninni var svarað skriflega.;;
461;markaðshlutdeild og samkeppni í dagvöruverslun;Fyrirspurninni var svarað skriflega.;;
462;meðferð einkamála;Ekki útrætt á 144. þingi. (Var í nefnd eftir 1. umræðu.);-1 day, 23:59:00;
463;handtaka og afhending manna til og frá Íslandi á grundvelli handtökuskipunar;Ekki útrætt á 144. þingi. Beið 2. umræðu;0:15:00;
464;eftirlit með framkvæmd laga um vexti og verðtryggingu;Fyrirspurninni var svarað skriflega.;;
465;fordæming pyndinga leyniþjónustu Bandaríkjanna;Ekki útrætt á 144. þingi. (Var í nefnd eftir fyrri umræðu.);;
466;samningur Sameinuðu þjóðanna um réttindi fatlaðs fólks;Ekki útrætt á 144. þingi. Beið 2. umræðu;0:00:00;
467;veiting ríkisborgararéttar;Samþykkt sem lög frá Alþingi.;;
468;útgáfa ópersónugreinanlegra upplýsinga um skattgreiðslur landsmanna;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
469;barnalög;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
470;almenn hegningarlög;Samþykkt sem lög frá Alþingi.;1:40:00;
471;frestun á fundum Alþingis;;;
472;söfnunarkassar og happdrættisvélar;Fyrirspurninni var svarað skriflega.;;
473;Íbúðalánasjóður og Leigufélagið Klettur;Fyrirspurninni var svarað skriflega.;;
474;meginþættir í störfum fjármálastöðugleikaráðs 2014;;;
475;almenn hegningarlög;Samþykkt sem lög frá Alþingi.;2:39:00;
476;Evrópuráðsþingið 2014;;;
477;ÖSE-þingið 2014;;;
478;Vestnorræna ráðið 2014;;;
479;samstarf við Færeyjar og Grænland um leiðir til að draga úr útblæstri brennisteins frá skipum;Samþykkt sem ályktun Alþingis.;0:12:00;
480;heimild fulltrúa Vestnorræna ráðsins til að senda fyrirspurnir til ráðherra;Samþykkt sem ályktun Alþingis.;0:19:00;
481;óundirbúinn fyrirspurnatími;;;
482;þátttökulýðræði;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
483;forsendur kjarasamninga og samningar við lækna;;;
484;slit aðildarviðræðna við ESB;;;
485;vernd tjáningarfrelsis;;;
486;hagvöxtur;;;
487;háspennulögn yfir Sprengisand;;;
488;starfshópur um myglusvepp;Fyrirspurninni var svarað munnlega.;;
489;launagreiðslur til lækna;Fyrirspurninni var svarað skriflega.;;
490;tekjur af strandveiðigjaldi;Fyrirspurninni var svarað skriflega.;;
491;störf og hlutverk fjölmiðlanefndar og endurskoðun laga um fjölmiðla;Fyrirspurninni var svarað skriflega.;;
492;atvinnulýðræði;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
493;launatengd gjöld;Fyrirspurninni var svarað skriflega.;;
494;ferðir forseta Íslands;Fyrirspurninni var svarað skriflega.;;
495;greiðsla á söluandvirði ríkiseigna;Fyrirspurninni var svarað skriflega.;;
496;endurskoðun laga um landgræðslu;Fyrirspurninni var svarað skriflega.;;
497;Alþjóðaþingmannasambandið 2014;;;
498;norðurskautsmál 2014;;;
499;endurskoðun á samningi við Evrópusambandið um viðskipti með landbúnaðarvörur;Fyrirspurninni var svarað skriflega.;;
500;Fríverslunarsamtök Evrópu og Evrópska efnahagssvæðið 2014;;;
501;óundirbúinn fyrirspurnatími;;;
502;lýðháskólar;Ekki útrætt á 144. þingi. (Var í nefnd eftir fyrri umræðu.);0:05:00;
503;farmflutningar á landi;Ekki útrætt á 144. þingi. (Var í nefnd eftir 1. umræðu.);3:00:00;
504;aldurstakmarkanir í framhaldsskólanám;;8:15:00;
505;sameining háskóla;;;
506;eftirlit með verðbreytingum;;;
507;náttúrupassi og gistináttagjald;;;
508;samgöngumál;;;
509;viðbrögð við aldurstengdri mismunun á vinnumarkaði;Fyrirspurninni var svarað skriflega.;;
510;norrænt samstarf 2014;;;
511;stjórn vatnamála;Ekki útrætt á 144. þingi. (Var í nefnd eftir 1. umræðu.);2:49:00;
512;meðferð elds og varnir gegn gróðureldum;Samþykkt sem lög frá Alþingi.;1:23:00;
513;skipan í stjórnir, ráð og nefndir á vegum ríkisins;Fyrirspurninni var svarað munnlega.;;
514;lax- og silungsveiði;Samþykkt sem lög frá Alþingi.;2:30:00;
515;ákvörðun EES-nefndarinnar nr. 153/2014 um breytingu á X. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;0:41:00;
516;ákvörðun EES-nefndarinnar nr. 88/2014 um breytingu á XIII. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;0:49:00;
517;óundirbúinn fyrirspurnatími;;;
518;vopnaburður og valdbeitingarheimildir lögreglunnar;;;
519;ástandið í Nígeríu;;;
520;siðareglur í stjórnsýslunni;;;
521;álit umboðsmanns Alþingis um rannsókn lekamálsins;;;
522;úrbætur í húsnæðismálum;;;
523;lærdómur af lekamálinu;;;
524;sýklalyfjaónæmi;Fyrirspurninni var svarað skriflega.;;
525;einbreiðar brýr;Fyrirspurninni var svarað skriflega.;;
526;raforkuframleiðsla og -notkun;Fyrirspurninni var svarað skriflega.;;
527;Alexandersflugvöllur á Sauðárkróki sem varaflugvöllur;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
528;lokafjárlög 2013;Samþykkt sem lög frá Alþingi.;0:40:00;
529;kostnaður við leiðréttingu verðtryggðra námslána;Fyrirspurninni var svarað skriflega.;;
530;gjaldeyrishöft;;;
531;notkun þalata;Fyrirspurninni var svarað skriflega.;;
532;framtíðarfyrirkomulag notendastýrðrar persónulegrar aðstoðar;;;
533;þagnarskylda starfsmanna Alþingis um orð og athafnir þingmanna;Fyrirspurninni var svarað skriflega.;;
534;hafrannsóknir;Fyrirspurninni var svarað skriflega.;;
535;matarsóun;Fyrirspurninni var svarað skriflega.;;
536;launaþróun starfsmanna ríkisins;Fyrirspurninni var svarað skriflega.;;
537;þjóðhagsleg hagkvæmni byggðaaðgerða;Fyrirspurninni var svarað skriflega.;;
538;ívilnanir í þágu dreifðra byggða;Fyrirspurninni var svarað skriflega.;;
539;byggðakvóti;Fyrirspurninni var svarað skriflega.;;
540;stjórnir opinberra hlutafélaga;Fyrirspurninni var svarað skriflega.;;
541;atvinnuuppbygging í Austur-Húnavatnssýslu;Fyrirspurninni var svarað skriflega.;;
542;óundirbúinn fyrirspurnatími;;;
543;lagning jarðstrengja;;;
544;stefna ríkisstjórnarinnar um afnám gjaldeyrishafta;;;
545;rekstur sjúkrahótels;;;
546;bygging sjúkrahótels;;;
547;auðlindir sjávar og auðlindasjóður;;;
548;flutningur verkefna til sýslumanna;Fyrirspurninni var svarað munnlega.;;
549;kútter Sigurfari;Fyrirspurninni var svarað munnlega.;;
550;vandi Búmanna hsf.;Fyrirspurninni var svarað munnlega.;;
551;nauðungarsala;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
552;óundirbúinn fyrirspurnatími;;;
553;starfsskilyrði þekkingarfyrirtækja;;;
554;einkavæðing í heilbrigðiskerfinu;;;
555;sameining háskóla;;;
556;tvö frumvörp um jafna meðferð;;;
557;viðbrögð Kópavogsbæjar við úrskurði kærunefndar jafnréttismála;;;
558;Náttúruminjasafn Íslands;;;
559;merking á vörum frá hernumdum svæðum Palestínu;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
560;landmælingar og grunnkortagerð;Ekki útrætt á 144. þingi. (Var í nefnd eftir 1. umræðu.);5:20:00;
561;vextir og verðtrygging o.fl.;Ekki útrætt á 144. þingi. (Var í nefnd eftir 1. umræðu.);7:56:00;
562;jöfn staða og jafn réttur kvenna og karla;Samþykkt sem lög frá Alþingi.;1:15:00;
563;endurskoðun verklagsreglna um skilarétt neytenda, gjafabréf og inneignarnótur;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
564;skýrsla um aðgerðaáætlun Vísinda- og tækniráðs 2014;Fyrirspurninni var svarað munnlega.;;
565;nýframkvæmdir í vegamálum;Fyrirspurninni var svarað munnlega.;;
566;Norðfjarðarflugvöllur;Fyrirspurninni var svarað munnlega.;;
567;norrænt merki fyrir sjálfbæra ferðamannastaði;Fyrirspurninni var svarað munnlega.;;
568;fjárfestingarumhverfi lífeyrissjóðanna og fjárfestingar í íbúðarhúsnæði;Fyrirspurninni var svarað munnlega.;;
569;ungt fólk og fyrstu íbúðarkaup;;;
570;óundirbúinn fyrirspurnatími;;;
571;staðan á vinnumarkaði og kjör lág- og millitekjuhópa;;15:13:00;
572;skráð trúfélög og lífsskoðunarfélög;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
573;nauðungarsala;Samþykkt sem lög frá Alþingi.;;
574;tekjustofnar sveitarfélaga;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
575;stýrivextir og stöðugleiki á vinnumarkaði;;;
576;TiSA-viðræður og heilbrigðisþjónusta;;;
577;tollamál á sviði landbúnaðar;;;
578;frumvarp um stjórn fiskveiða;;;
579;lífeyrismál;;9:46:00;
580;bann við mismunun;Fyrirspurninni var svarað skriflega.;;
581;innstæðutryggingar og tryggingakerfi fyrir fjárfesta;Samþykkt sem lög frá Alþingi.;1:55:00;
582;embætti umboðsmanns aldraðra;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
583;meðferð sakamála;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
584;óundirbúinn fyrirspurnatími;;;
585;frumvarp um stjórn fiskveiða;;;
586;lánveiting Seðlabanka til Kaupþings;;;
587;úthlutun byggðakvóta til ferðaþjónustuaðila;;;
588;aðgerðaáætlun í málefnum fátækra;;;
589;Hafrannsóknastofnun;;;
590;staða A-deildar Lífeyrissjóðs starfsmanna ríkisins;Fyrirspurninni var ekki svarað.;;
591;staða opinberra lífeyrissjóða;Fyrirspurninni var ekki svarað.;;
592;ráðstafanir til að mæta kostnaði við umönnun og heilbrigðisþjónustu aldraðra;Fyrirspurninni var svarað skriflega.;;
593;undanþágur frá EES-gerðum;Fyrirspurninni var svarað skriflega.;;
594;innheimtur gistináttaskattur;Fyrirspurninni var svarað skriflega.;;
595;augnlæknaþjónusta;Fyrirspurninni var svarað munnlega.;;
596;þjónusta við barnshafandi konur;Fyrirspurninni var svarað skriflega.;;
597;utanríkisþjónusta Íslands;Ekki útrætt á 144. þingi. (Var í nefnd eftir 1. umræðu.);;
598;úrskurðir um umgengni barna við umgengnisforeldra;Fyrirspurninni var svarað skriflega.;;
599;tryggingagjaldsgreiðslur vegna fólks sem er 60 ára og eldra;Fyrirspurninni var svarað munnlega.;;
600;veiðireglur til verndar ísaldarurriða;Fyrirspurninni var svarað munnlega.;;
601;búsetuland og greiðslur almannatrygginga til örorkulífeyrisþega;Fyrirspurninni var svarað skriflega.;;
602;skyldutrygging lífeyrisréttinda og starfsemi lífeyrissjóða;Ekki útrætt á 144. þingi. (Var í nefnd eftir 1. umræðu.);;
603;skipan starfshóps er kanni tilhögun bólusetninga barna;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
604;óundirbúinn fyrirspurnatími;;;
605;fjárhagsstaða Reykjanesbæjar;;2:23:00;
606;niðurstaða skýrslu um endurreisn bankanna;;;
607;glufur í skattalögum;;;
608;rannsókn á endurreisn bankanna;;0:00:00;
609;útreikningur skuldaleiðréttingar og frestun nauðungarsölu;;0:15:00;
610;stjórnarstefnan;;;
611;Norræna ráðherranefndin 2014;;;
612;skyldutrygging lífeyrisréttinda og starfsemi lífeyrissjóða;Samþykkt sem lög frá Alþingi.;;
613;fjölmiðla- og lögfræðiráðgjöf vegna svokallaðs lekamáls;Fyrirspurninni var svarað skriflega.;;
614;kostnaður við fjölmiðlaráðgjöf fyrir lögreglustjórann á höfuðborgarsvæðinu;Fyrirspurninni var svarað skriflega.;;
615;óundirbúinn fyrirspurnatími;;;
616;sjávarútvegsmál;;;
617;kjaraviðræðurnar fram undan;;;
618;afnám hafta;;;
619;þjóðaröryggisstefna;;;
620;afnám verðtryggingar;;;
621;utanríkis- og alþjóðamál;;;
622;viðurlög við brotum á fjármálamarkaði o.fl.;Samþykkt sem lög frá Alþingi.;3:10:00;
623;nýtt vegstæði yfir há-Holtavörðuheiði;Fyrirspurninni var svarað munnlega.;;
624;búsetuskerðingar;Fyrirspurninni var svarað munnlega.;;
625;lyf og greiðsluþátttökukerfi;Fyrirspurninni var svarað skriflega.;;
626;þjóðaratkvæðagreiðsla um framhald viðræðna um aðild Íslands að Evrópusambandinu;Ekki útrætt á 144. þingi. (Var í nefnd eftir fyrri umræðu.);;
627;innanlandsflug;;;
628;alþjóðleg öryggismál o.fl.;Samþykkt sem lög frá Alþingi.;3:58:00;
629;verndarsvæði í byggð;Samþykkt sem lög frá Alþingi.;6:21:00;
630;skógrækt og landgræðsla;Fyrirspurninni var svarað skriflega.;;
631;Farice ehf.;Fyrirspurninni var svarað skriflega.;;
632;ákvörðun EES-nefndarinnar nr. 29/2015 um breytingu á XVII. viðauka við EES-samninginn;Samþykkt sem ályktun Alþingis.;0:10:00;
633;fæðingar- og foreldraorlof;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
634;tekjuskattur;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
635;starfsmannamál EFTA;Fyrirspurninni var svarað skriflega.;;
636;sjúkratryggingar og lyfjalög;Ekki útrætt á 144. þingi. (Var í nefnd eftir 1. umræðu.);;
637;framkvæmd samnings um klasasprengjur;Samþykkt sem lög frá Alþingi.;0:51:00;
638;óundirbúinn fyrirspurnatími;;0:05:00;
639;hjúkrunarheimili og þjónusta við aldraða;;;
640;blóðprufur vegna gruns um akstur undir áhrifum áfengis eða fíkniefna;Fyrirspurninni var svarað skriflega.;;
641;nefnd um ákvæði laga um framleiðslu, verðlagningu og sölu á búvörum;Fyrirspurninni var svarað skriflega.;;
642;leiðsögumenn ferðamanna;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
643;innflutningur dýra;Samþykkt sem lög frá Alþingi.;3:00:00;
644;lyklafrumvarp;;0:00:00;
645;frumvörp um húsnæðismál;;0:28:00;
646;forvirkar rannsóknarheimildir;;;
647;endurskoðun laga um fjárhagsaðstoð og greiðsluaðlögun;;0:10:00;
648;arður sjávarútvegsfyrirtækja og veiðigjöld;;;
649;losun gróðurhúsalofttegunda;Fyrirspurninni var svarað skriflega.;;
650;úrvinnslugjald;Samþykkt sem lög frá Alþingi.;;
651;þingsköp Alþingis;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
652;stjórnarskipunarlög;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
653;niðurfelling gjalda á vistvænt eldsneyti sem er framleitt innan lands;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
654;atvinnuleysistryggingar;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
655;samningur Sameinuðu þjóðanna um líffræðilega fjölbreytni;Fyrirspurninni var svarað munnlega.;;
656;óundirbúinn fyrirspurnatími;;;
657;aðkoma Íslands að TiSA-viðræðunum;;;
658;stefna í friðlýsingum;Fyrirspurninni var svarað munnlega.;;
659;blandaðar bardagaíþróttir;;;
660;bráðaaðgerðir til að tryggja öllum húsnæði á viðráðanlegum kjörum;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
661;notkun dróna;Fyrirspurninni var ekki svarað.;;
662;meðferð sakamála;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
663;staðlaðar verðmerkingar fyrir mælieiningaverð;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
664;virðisaukaskattur;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
665;fjarskipti;Ekki útrætt á 144. þingi. (Var í nefnd eftir 1. umræðu.);;
666;þingsköp Alþingis og almenn hegningarlög;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
667;vöruinnflutningur frá Kína eftir staðfestingu fríverslunarsamnings;Fyrirspurninni var svarað skriflega.;;
668;upplýsingar um afnám gjaldeyrishafta;;;
669;störf ríkisstjórnarinnar;;0:27:00;
670;eyðing upplýsinga úr gagnagrunni lögreglunnar;;0:27:00;
671;lyklafrumvarp;;;
672;auknar rannsóknarheimildir lögreglu;;0:15:00;
673;vopnalög;Samþykkt sem lög frá Alþingi.;4:09:00;
674;Samgöngustofa og loftferðir;Samþykkt sem lög frá Alþingi.;0:43:00;
675;viðurkenning á þjóðarmorði á Armenum;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
676;tekjuskattur;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
677;endurnýjanlegt eldsneyti í samgöngum á landi;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
678;fjarskipti;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
679;almenn hegningarlög;Ekki útrætt á 144. þingi. (Beið 1. umræðu.);;
680;málefni geðsjúkra fanga;;;
681;stofnun íþróttaframhaldsskóla í Kópavogi;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
682;lækkun tryggingagjalds vegna 60 ára og eldri;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
683;fríverslun við Samtök ríkja í Suðaustur-Asíu, ASEAN;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
684;aðgerðir til að lækka byggingarkostnað;Ekki útrætt á 144. þingi. (Beið fyrri umræðu.);;
685;óundirbúinn fyrirspurnatími;;2:02:00;
686;efling veikra byggða;;;
687;innheimtuaðgerðir LÍN;;3:55:00;
688;losun hafta;;5:24:00;
689;upplýsinga- og tjáningarfrelsi;;1:51:00;
690;náttúrupassi;;2:42:00;
691;landbúnaðarmál;;9:22:00;
692;óundirbúinn fyrirspurnatími;;18:50:00;
693;þingsályktunartillaga um slit aðildarviðræðna við ESB;;0:40:00;
694;gildi bréfs utanríkisráðherra til ESB;;8:05:00;
695;staða þingsályktana;;6:09:00;
696;ríkisstjórnarfundur um bréf utanríkisráðherra;;7:54:00;
697;þjóðaratkvæðagreiðsla um framhald viðræðna við ESB;;5:34:00;
698;niðurgreiðslur húshitunarkostnaðar;Samþykkt sem lög frá Alþingi.;0:20:00;
699;rekstur Hörpu, tónlistar- og ráðstefnuhúss;Fyrirspurninni var ekki svarað.;;
700;höfundalög;Ekki útrætt á 144. þingi. Beið 2. umræðu;0:15:00;
701;höfundalög;Ekki útrætt á 144. þingi. Beið 2. umræðu;-1 day, 18:08:00;
702;höfundalög;Ekki útrætt á 144. þingi. Beið 2. umræðu;2:25:00;
